id,listing_url,scrape_id,last_scraped,name,description,host_since,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,review_scores_rating,review_scores_accuracy,rating_vs_accuracy
1064520151343684144,https://www.airbnb.com/rooms/1064520151343684144,20250926170004.0,2025-09-27,Modern Apartment in Ipanema – Perfect Location,"Experience the best of Ipanema Beach in this charming apartment, just a 3-minute walk from the beach. Featuring 1 cozy bedroom and a fully equipped kitchen, it offers the perfect blend of comfort, leisure, and functionality. Book now for an unforgettable stay on Rio de Janeiro's most sought-after beach!",2016-05-27,Ipanema,-22.98624,-43.19309,Entire home/apt,4.0,1.0,1.0,0.0,200.0,4.88,5.0,False
40638841,https://www.airbnb.com/rooms/40638841,20250926170004.0,2025-09-27,Viver Santa Teresa,Cozy space in a big house at the end of a cul-de-sac very close to the Selarón Staircase. Residential and quiet location🩷.,2016-12-03,Santa Teresa,-22.91805,-43.18039,Entire home/apt,3.0,1.0,0.0,2.0,143.0,4.92,4.88,False
1265145288461445895,https://www.airbnb.com/rooms/1265145288461445895,20250926170004.0,2025-09-27,Impeccable apartment in a great location in Leblon,"The apartment is located 200m from Leblon Beach, close to excellent restaurants, bars, and supermarkets. The master suite features a queen bed and the second bedroom can be set up with either two twin beds or a queen bed. Spacious, bright, and well-ventilated, it includes air conditioning in every room, a washer and dryer, and an open-plan kitchen connected to the living room. The building offers an elevator and two parking spaces, making it ideal for a comfortable and convenient stay.",2015-06-20,Leblon,-22.98652936181902,-43.2276870951065,Entire home/apt,4.0,1.5,2.0,3.0,849.0,4.69,4.77,False
1363070069963972939,https://www.airbnb.com/rooms/1363070069963972939,20250926170004.0,2025-09-27,Quarto do Sossego 4,This stylish place is close to must-see destinations.,2018-07-23,Santa Teresa,-22.92374,-43.1819,Shared room,14.0,1.0,1.0,5.0,245.0,,,False
1391909207059379981,https://www.airbnb.com/rooms/1391909207059379981,20250926170004.0,2025-09-26,Aconchegante com segurança.,"Your family will be close to major shopping malls, markets, restaurants and services. Praia do Recreio or Barra da Tijuca are a 20-minute drive away. Access to BRT, subway and Transolimpica. You can easily get to the south zone.",2020-02-03,Jacarepaguá,-22.96328601618968,-43.3972665979833,Entire home/apt,3.0,2.0,2.0,2.0,238.0,,,False
13072736,https://www.airbnb.com/rooms/13072736,20250926170004.0,2025-09-27,Apartamento próx a Vila Olímpica,"Large, furnished apartment, steps from where most of the Olympic events will take place, on Rio2 in Barra da Tijuca, in front of BRT station. Steps from a mall that offers a restaurant, supermarket and laundry, connected by a wooded bike path. The residential where it is located offers a swimming pool, party room, sauna, jacuzzi, gym, barbecue and sk8 track.  The apt is equipped with stove, washer, microwave, fridge, air conditioning...",2016-05-17,Jacarepaguá,-22.9721,-43.38416,Entire home/apt,5.0,3.0,4.0,5.0,958.0,5.0,5.0,True
14038185,https://www.airbnb.com/rooms/14038185,20250926170004.0,2025-09-27,Rent for Olympic Games - 2 bedrooms and 3 beds,"Big house, localized at a secure and quiet neighborhood, great place for families, workgroups and for friends that want to stay together for the Olympics at Rio.<br />The location of the house is close to the Maracanã Stadium, Tijuca Forest, and next to supermarkets and shopping centers.",2016-07-16,Andaraí,-22.92512,-43.25063,Entire home/apt,5.0,2.5,2.0,3.0,1342.0,,,False
686958159172780752,https://www.airbnb.com/rooms/686958159172780752,20250926170004.0,2025-09-27,Ipanema | Estúdio confortável e muito silencioso,Very well-lit and equipped 1 bedroom apartment located on the best street in Ipanema.,2014-05-08,Ipanema,-22.9826678,-43.1990994,Entire home/apt,2.0,1.0,1.0,1.0,241.0,4.71,4.76,False
1149221419968362355,https://www.airbnb.com/rooms/1149221419968362355,20250926170004.0,2025-09-27,Aptº com vista deslumbrante Lapa/Santa Teresa,"Cozy apartment bedroom and living room with garage, best location, close to the Cinelândia subway and shops. Inserted in the cultural center of Rio de Janeiro, it is located on Rua Silvio Romero.<br /><br />In the heart of Rio de Janeiro's bohemian district and close to the most famous tourist attractions. 4 minutes (on foot) from Arcos da Lapa, near Santos Dumont Airport (SDU), Marina da Glória, Aterro do Flamengo and 15 minutes from Copacabana Beach, 15 minutes from the sambadrome and 15 minutes from Maracanã. 24-hour concierge and garage.",2024-05-04,Santa Teresa,-22.91461836577553,-43.182003742327886,Entire home/apt,4.0,1.0,1.0,4.0,179.0,4.93,4.93,True
35961366,https://www.airbnb.com/rooms/35961366,20250926170004.0,2025-09-27,Bright Botafogo Suite – Great Location & Cat!,"Bright and cozy suite in Botafogo, perfect for those seeking comfort, a strategic location, and good vibes. Double bed, private bathroom with hot shower, fast Wi-Fi, Roku TV, and a desk for remote work. The living room offers stunning views of Christ the Redeemer and Sugarloaf! Shared kitchen and living space with me—and my friendly cat! Near metro, Rio Sul mall, cafés, bars, and everything you need to explore Rio with ease and warmth.",2014-02-20,Botafogo,-22.95589,-43.17939,Private room,2.0,1.0,1.0,1.0,173.0,4.89,4.92,False
1395034226828733127,https://www.airbnb.com/rooms/1395034226828733127,20250926170004.0,2025-09-27,Studio em Ipanema,"Relax in this quiet, stylish space and close to everything while staying in this well-located place.<br />The apartment is a few steps from the beach at Post 10 de Ipanema, less than 20 meters away<br />Wonderful location, close to restaurants, bars, markets and paid revolving parking.<br />500MB Wi-Fi, perfect for those who need to work.<br />The apartment is a studio.<br />The building has a 24-hour concierge and elevator.<br />Bed and bath linens are provided for all guests.",2014-05-14,Ipanema,-22.9856734,-43.2111637,Entire home/apt,3.0,1.0,1.0,2.0,309.0,4.5,4.57,False
594350931008560749,https://www.airbnb.com/rooms/594350931008560749,20250926170004.0,2025-09-27,Apenas p/MULHERES-Quarto privado em Botafogo,Super well located room in Botafogo in full apartment,2012-07-12,Botafogo,-22.95717,-43.18913,Private room,2.0,1.0,1.0,1.0,114.0,5.0,4.75,False
1509910843984659214,https://www.airbnb.com/rooms/1509910843984659214,20250926170004.0,2025-09-27,preço maravilhoso,The group will have easy access to everything you need in this place with a great location.<br />everything around<br />metro on the corner<br />near the beach<br />in front of the bakery<br />on the corner of the market and pharmacy<br />shops<br />comercio<br />restaurant<br />everything around and view of Christ the Redeemer and see the sea from the window<br />wonderful and spacious.,2017-10-23,Copacabana,-22.9692248,-43.189151,Entire home/apt,5.0,1.0,1.0,3.0,198.0,,,False
22095261,https://www.airbnb.com/rooms/22095261,20250926170004.0,2025-09-27,sich zu Hause fühlen / feel like home,"Beautiful house with garden! A wonderful room with a nice view awaits you, which has direct access to the veranda and the garden. A separate bathroom with shower and a place to stay with a sofa.<br />There is a rich breakfast with fresh fruits and fresh squeezed orange juice, coffee tea, bread, cheese jam, cereals, yogurt, yogurt, egg<br />Towels are provided, WiFi is also provided.<br />Metro Gloria is only 10 min walk away and Largo Guimaraes, the heart of Santa Teresa, is only 2 minutes away.",2013-02-03,Santa Teresa,-22.92255,-43.18256,Private room,2.0,1.0,1.0,1.0,314.0,5.0,5.0,True
629625372207822212,https://www.airbnb.com/rooms/629625372207822212,20250926170004.0,2025-09-27,Quarto silencioso em apartamento charmoso,"I have a quiet and comfortable bedroom inside my apartment, with its own bathroom. Air conditioning is only available during the summer, as this house is eco-responsible. The apartment is next to the General Osório subway station, three blocks from the 5 Copacabana station and five blocks from Arpoador beach. I don't accept visits from outside during the stay.",2015-09-14,Copacabana,-22.98190689086914,-43.19556427001953,Private room,2.0,1.0,1.0,1.0,130.0,5.0,5.0,True
1471092509706370250,https://www.airbnb.com/rooms/1471092509706370250,20250926170004.0,2025-09-27,Suíte em linda casa de praia!,Beautiful suite in a gated community house. Very quiet and peaceful place 200 m from Barra da Tijuca beach at Posto 6.,2014-01-31,Barra da Tijuca,-23.00744785267516,-43.340877049911896,Private room,2.0,1.0,1.0,1.0,374.0,,,False
1244239940380237403,https://www.airbnb.com/rooms/1244239940380237403,20250926170004.0,2025-09-26,Flat 102 com copa e varanda.,"Our accommodation is located in Bairro Engenho de Dentro, next to the Botafogo stage, 5 min drive to the yellow line toll, from our location to the center of Sâo 23 minutes, from Barra da tijuca 25 min by car",2022-08-07,Encantado,-22.89892,-43.30394,Private room,2.0,1.0,1.0,1.0,145.0,5.0,5.0,True
37776398,https://www.airbnb.com/rooms/37776398,20250926170004.0,2025-09-26,Suíte próxima a Jeunesse Arena e Parque Olímpico.,"New apartment, suite, bathroom and balcony with a beautiful view of the pool. With a great location and total privacy! The condominium is located within the Metropolitan Center with restaurants, bakery, pharmacy, gas station and BRT point in front.  Close to the Olympic Park, Rock in Rio, Perinatal. It is a 15-minute drive from Barra da Tijuca beach and next to the Hilton Hotel, Shopping Metropolitano.",2016-12-22,Jacarepaguá,-22.96885,-43.36468,Entire home/apt,3.0,1.5,1.0,1.0,288.0,4.94,5.0,False
13206303,https://www.airbnb.com/rooms/13206303,20250926170004.0,2025-09-27,Pepezinho Oceanview,"Studio apartment, completely renovated and equipped by the beach. Located extremely close to the busiest street of Barra da Tijuca, Olegário Maciel Avenue, where there are many restaurants, bars, drugstores and convenience stores. Contains a queen size bed and a sofa bed, accommodating 4 people. The kitchen is fully equipped with utensils and electric appliances. The bathroom is complete and contains towels and hairdryer. Charming apartment and with an incredible view of the ocean.",2016-01-26,Barra da Tijuca,-23.01462,-43.30624,Entire home/apt,4.0,1.0,0.0,2.0,283.0,4.75,4.76,False
2416400,https://www.airbnb.com/rooms/2416400,20250926170004.0,2025-09-26,Apartamento Ilha do Governador COPA,"02 bedrooms, living room, dining room, American kitchen, all renovated. 02 social bathrooms, full dependency. Garing space. 20 min from Maracanã and 08 min. from the International Airport. Accommodates 4 people with all the necessary comfort!",2014-02-18,Portuguesa,-22.80163,-43.21057,Entire home/apt,4.0,2.0,2.0,3.0,750.0,,,False
41164786,https://www.airbnb.com/rooms/41164786,20250926170004.0,2025-09-27,"Apartamento 3 quartos, 1 quadra da praia, posto 6","The apartment is located at Av. Nossa Senhora de Copacabana 1236, in the Paquequer Building, a building with exclusively residential properties, and a very quiet and family atmosphere. The apartment is on the fifth floor, is in the back, and is quiet and airy. The building is at Posto 6, one block from Copacabana Beach, and close to Arpoador Beach and Ipanema Beach (approximately 12 minutes on foot), with the entire structure around it, abundant commerce, restaurants and markets.",2019-12-29,Copacabana,-22.98253,-43.19121,Entire home/apt,6.0,1.0,3.0,5.0,329.0,4.88,4.98,False
1391356065480920842,https://www.airbnb.com/rooms/1391356065480920842,20250926170004.0,2025-09-27,Chalé da Floresta da Tijuca-Rio,Relax in this unique and quiet place. Inside the largest urban forest in the world!<br />A true paradise... bustling!<br />The place to enjoy and explore the beautiful nature in the surrounding area.,2020-10-03,Gávea,-22.98088,-43.24026,Entire home/apt,5.0,1.0,1.0,2.0,605.0,,,False
1339849744129698013,https://www.airbnb.com/rooms/1339849744129698013,20250926170004.0,2025-09-27,Aproveite a noite emCopacabana,"Enjoy the night in Copacabana! 12 Minute Comfortable Beach Apartment<br /><br />Welcome to our cozy Copacabana apartment, the perfect spot for you to celebrate the New Year with style!<br /><br />Incredible location: Just a 12-minute walk to the famous Copacabana Beach, one of the best places to watch the New Year's Eve fireworks display<br /><br />Comfort and privacy: 1 large room, fully equipped, with air conditioning, fast wifi, and super comfortable bed.",2014-05-10,Copacabana,-22.96685128624007,-43.18858986118478,Entire home/apt,2.0,1.0,1.0,1.0,648.0,,,False
1318046993176908321,https://www.airbnb.com/rooms/1318046993176908321,20250926170004.0,2025-09-27,Quarto-suíte em Copanema,"Bedroom suite in a newly renovated shared apartment, with minimalist decor and air-conditioning. Spacious and naturally lit space. Spacious and cozy room, high-speed Wi-Fi. Equipped kitchen and impeccable bathroom. Privileged location in Ipanema, 1 block from the subway, 2 blocks from the main supermarkets in the region, and surrounded by excellent restaurants. Ideal for digital nomads.",2014-10-23,Ipanema,-22.98524,-43.19716,Private room,1.0,1.0,1.0,1.0,229.0,5.0,4.93,False
1234081652778227749,https://www.airbnb.com/rooms/1234081652778227749,20250926170004.0,2025-09-27,Quarto na Ilha Primeira (Gigóia),"Private room for 2 people, with shared bathroom, located on the first island, complex of Gigóia Island (yes, it is on a lagoon island), close to the Jardim Oceânico and Brt subway, the Barra beach, Olegário Maciel (Street with bars and restaurants and strong nightlife). Easy access to Rock in Rio.",2014-09-01,Itanhangá,-22.99966,-43.30915,Private room,2.0,1.0,1.0,3.0,286.0,5.0,5.0,True
1364651869271465931,https://www.airbnb.com/rooms/1364651869271465931,20250926170004.0,2025-09-27,Apartamento Rio de Janeiro. Praia do Flamengo,"Cozy and charming apartment 6 minutes from Flamengo beach and Flamengo landfill.<br />Next to Zeca Pagodinho's bar. Next to the gardens of the Museum of the Republic, a must-see. Less than 10 minutes by taxi/Uber from Santos Dumont Airport. Great location close to general shopping.<br />Easy access to downtown Rio, Lapa, Glória, Sugarloaf Mountain, Corcovado, Santa Teresa, Feirinha da Glória and the main beaches. 1 block from Catete subway station. 24-hour concierge, electronic lock",2018-01-01,Glória,-22.92451,-43.17404,Entire home/apt,3.0,1.0,1.0,1.0,268.0,5.0,5.0,True
1357378641064401039,https://www.airbnb.com/rooms/1357378641064401039,20250926170004.0,2025-09-26,Pousada Céu Beach Club - suíte,"Come and connect with nature and enjoy moments of tranquility and comfort at Pousada Céu Beach Club! Located in one of the most charming destinations in the region.<br /><br />The hostel is located in Barra de Guaratiba. Praia da Barra de Guaratiba is a 3-minute walk away. The accommodation is about 1 km from Praia da Marambaia, 2.5 km from Praia do Perigoso and 3 km from Praia do Inferno. <br /><br />The Rio de Janeiro - Galeão International Airport is 58 km away.",2025-02-15,Barra de Guaratiba,-23.06498,-43.56667,Private room,2.0,1.0,1.0,1.0,284.0,,,False
1464781275180594045,https://www.airbnb.com/rooms/1464781275180594045,20250926170004.0,2025-09-26,Apto Completo para a Família,"Modern and functional apartment, with 2 bedrooms (1 suite), accommodating up to 6 people. Integrated living room, TV, equipped kitchen and air-conditioning in the bedroom. Complete condominium with laundry, gym, sauna, co-working, playground, grocery store, parking and 24-hour concierge. Electronic lock for added security. Ideal for families looking for comfort and leisure without leaving the condominium!",2021-06-21,São Cristóvão,-22.88834,-43.22309,Entire home/apt,6.0,2.0,2.0,4.0,235.0,5.0,5.0,True
1086761968662290728,https://www.airbnb.com/rooms/1086761968662290728,20250926170004.0,2025-09-27,Rio quarto Embaúba Santa Teresa,"Relax in this unique and quiet place.<br />Room in ecological project, close to the main sights and next to the waterfall of the mother of water/source of the Rio de Janeiro privileged Vista and within the Tijuca forest",2016-09-28,Santa Teresa,-22.9427783,-43.2073788,Private room,2.0,1.0,1.0,1.0,280.0,,,False
1244975174852741383,https://www.airbnb.com/rooms/1244975174852741383,20250926170004.0,2025-09-27,Copacabana 2 só mulher,Embrace simplicity in this quiet and well-located place.,2023-08-12,Copacabana,-22.96646,-43.17802,Shared room,15.0,2.0,1.0,1.0,110.0,4.78,4.74,False
692789131649832731,https://www.airbnb.com/rooms/692789131649832731,20250926170004.0,2025-09-26,Quarto Amplo Cond Fechado Jacarepaguá >Confira,"READ BEFORE!!! Room in a large house in a gated condominium, safe and close to Barra da Tijuca. It has Wi-Fi, air-conditioning, full kitchen, breakfast included, home office space, bed linens and towels, accepts pet peq.(request authorization). We have more rooms and homes available in case more people in the same condominium. <br /><br />BEFORE BOOKING, ASK FOR CONFIRMATION OF the ROOM BY MESSAGE ABOUT CALENDAR AVAILABILITY. BEFORE MAKING A reservation REQUEST ROOM CONFIRMATION",2014-08-24,Gardênia Azul,-22.95561,-43.3527,Private room,2.0,1.0,1.0,1.0,748.0,5.0,5.0,True
1057167260396123906,https://www.airbnb.com/rooms/1057167260396123906,20250926170004.0,2025-09-27,Lindo apto próximo ao comércio e praia - NS2,"Spacious loft renovated by an architect, with air conditioning and smart TV, on a high back floor, very quiet and at the same time very well located, a 5-minute walk from Copacabana beach (post 5); <br /><br />Location: between Raimundo Corrêa and Santa Clara streets; vast commerce a few steps away and close to the subway station.<br /><br />Close to the Smartfit gym, Bodytech, The Bakers bakery and the Haru Japanese food restaurant.",2016-06-22,Copacabana,-22.9718639,-43.1880269,Entire home/apt,2.0,1.0,1.0,1.0,195.0,4.6,4.7,False
1399981263010317091,https://www.airbnb.com/rooms/1399981263010317091,20250926170004.0,2025-09-27,Apartamento na Lapa,"Apartment located at the beginning of Santa Teresa, very close to Lapa.  Close to the Cinelandia metro, close to markets and restaurants.",2017-03-20,Santa Teresa,-22.9149159,-43.1826523,Entire home/apt,2.0,1.0,1.0,1.0,180.0,5.0,5.0,True
812216798439624809,https://www.airbnb.com/rooms/812216798439624809,20250926170004.0,2025-09-27,Apto inteiro super aconchegante!,"Cozy apartment with easy access to the beach and subway. <br />Located 4 blocks from Copacabana beach, close to Siqueira Campos metro station, close to markets, drugstores, theater and the best tourist spots in Rio de Janeiro! It has easy access to public transportation and taxis. Great cost-benefit. <br />Ideal for both business and leisure trips. <br />24-hour doorman.<br />The building is accessed via Rua Siqueira Campos and overlooks the back area.",2015-12-02,Copacabana,-22.96472,-43.18966,Entire home/apt,4.0,1.5,1.0,2.0,166.0,4.94,4.94,True
53606008,https://www.airbnb.com/rooms/53606008,20250926170004.0,2025-09-27,❤️ Copacabana!  Perto de Ipanema-Arpoador!❤️,"Located in Copacabana, close to Ipanema and Arpoador. 3 bedroom apartment with 3 double beds. One of the rooms has air and internal access, entering another room, great for family.<br /><br />Walking distance:<br />Copacabana Beach: 4 min.<br />Ipanema Beach: 9 min.<br />Praia do Arpoador: 10 min.<br />Metro: 1 min.<br /><br />24h doorman<br />Air conditioning in 1 bedroom, ceiling fan in the others.<br />Wifi 30Mb.<br />Smart TV with YouTube and Netflix<br />Close to the beach, shops, restaurants, banks, buses and subway!<br />Book now!!",2014-02-22,Copacabana,-22.981489,-43.193546,Entire home/apt,6.0,1.5,3.0,3.0,307.0,4.65,4.77,False
1118244517839671517,https://www.airbnb.com/rooms/1118244517839671517,20250926170004.0,2025-09-27,Apartamento em Copacabana,Embrace simplicity in this quiet and well-located place.,2018-09-04,Copacabana,-22.965674553107405,-43.1814780458808,Entire home/apt,4.0,1.0,2.0,3.0,385.0,4.55,4.45,False
54211077,https://www.airbnb.com/rooms/54211077,20250926170004.0,2025-09-27,Best 3 quartos Copacabana Ipanema e Arpoador,"This special place is close to everything and is ideal to plan your visit. Close to Arpoador Colado with Ipanema, lagoa and Copacabana",2018-03-11,Copacabana,-22.98254,-43.19323,Entire home/apt,8.0,3.0,3.0,6.0,729.0,4.12,4.2,False
26023433,https://www.airbnb.com/rooms/26023433,20250926170004.0,2025-09-27,Design Apartment Ipanema,"A loft-style luxury apartment on the sixth floor of an Art-Deco building with elevator as well as 24 hours doorman and security cameras located at a calm street surrounded by trees right in the heart of Ipanema awaits you! <br /><br />Moreover, original parquet floors have been refinished and now emit a warm glow. Sophisticated furnishings in black and white perfectly compliment dramatic interior spaces. The cozy balcony has a built-in wet bar with ample seating and lateral sea views towards Ipanema beach.<br /><br />The apartment is a project of famous Brazilian architect Stéfano Barino from Rio de Janeiro.<br /><br />A superb location awaits you as both beaches of Ipanema and Copacabana are close by. In addition, there are multiple restaurants, bars, grocery stores, pharmacies, gyms, metro stations and hospitals a few steps away from the apartment.",2012-09-20,Ipanema,-22.984294366948973,-43.19504860019421,Entire home/apt,2.0,2.0,1.0,1.0,783.0,4.96,4.95,False
846240414191738234,https://www.airbnb.com/rooms/846240414191738234,20250926170004.0,2025-09-27,Lindo apartamento Copacabana / Ipanema,Smoking is not allowed 🚫,2012-05-07,Copacabana,-22.9837842529324,-43.19356977939606,Entire home/apt,7.0,3.0,3.0,5.0,765.0,4.92,4.94,False
785543333359591288,https://www.airbnb.com/rooms/785543333359591288,20250926170004.0,2025-09-27,Cozy Apartment at Arpoador,"Excellent 2 bedroom apartment located in Arpoador, near the beaches of Copacabana and Ipanema. Furnished apartment with kitchen, Wi fi and cable TV.<br />Apartamento claro, arejado e silencioso. Condominium with 24h concierge.",2021-03-11,Copacabana,-22.984855,-43.1916403,Entire home/apt,4.0,1.0,2.0,3.0,376.0,4.55,4.64,False
1074631818119201806,https://www.airbnb.com/rooms/1074631818119201806,20250926170004.0,2025-09-27,Gaga Night in Rio,You'll be comfortable in this spacious and unique space.,2015-03-26,Botafogo,-22.95646044758901,-43.17873886253821,Private room,1.0,0.5,1.0,1.0,400.0,5.0,5.0,True
1251536579874132553,https://www.airbnb.com/rooms/1251536579874132553,20250926170004.0,2025-09-27,Pé na areia prédio em frente a praia de Copacabana,"Forget your worries in this quiet, spacious place. Well located with access to Copacabana beach .Porter with 24 hour security. A large, finely furnished living room, large windows with security screens, 3 bedrooms, air-conditioning, 3 bathrooms, large equipped kitchen, refrigerator, stove, microwave, iron. Service area and laundry room with washing machine. Wide area of commerce , various options of restaurants, Metro and transportation in general . Near the Forte de Copacabana",2024-08-25,Copacabana,-22.98417156450562,-43.1892108525637,Entire home/apt,6.0,3.0,2.0,4.0,690.0,4.88,4.88,True
14535489,https://www.airbnb.com/rooms/14535489,20250926170004.0,2025-09-27,Beds in Rio - Here you feel at home!,"A cozy historic house in Rio de Janeiro, located in Gloria's neighborhood, close to Santa Teresa, Lapa and Santos Dumont Airport.<br /><br />We offer one bed in a shared room  for four people with two bunk beds, bathroom, fan and air conditioner.",2016-01-19,Santa Teresa,-22.91743,-43.17969,Shared room,6.0,1.0,1.0,6.0,63.0,4.92,4.92,True
610065371460921439,https://www.airbnb.com/rooms/610065371460921439,20250926170004.0,2025-09-27,WOW Art & Food B&B - Standard,"FREE on-site ART TOUR<br />FREE Samba Dance class<br />FREE Farmer's Market TOUR <br /><br />Now under the new name; casaJOMO (casa Joy of Missing Out). Reconnect, rejuvenate and discover without the anxiety of others and their social media accounts. Our twist on FOMO turned JOMO. <br />Spread out on 3 levels, offers a serene setting with (9) rooms, all with private baths, air-conditioning, frigo-bars & WiFi. Providing cool experiences brought together by creative art, delicious food & personalized service",2012-01-30,Santa Teresa,-22.92235,-43.19025,Private room,2.0,1.0,1.0,1.0,448.0,5.0,5.0,True
12606780,https://www.airbnb.com/rooms/12606780,20250926170004.0,2025-09-27,"Conforto na Tijuca, proximo ao Metro","Air-conditioned suite, TV, bed and bath linen, shampoo, soap and toothpaste<br />Large apartment, located in the best point of Tijuca and close to the metro and bus stops.<br />Flexible check in and out<br />It is necessary  to provide full name(s) of the guest(s), at the TIME OF RESERVATION, for authorization of the ordinance",2016-04-14,Tijuca,-22.93059,-43.23491,Private room,2.0,1.0,1.0,1.0,128.0,4.99,4.99,True
